# English → Traditional-Chinese assist derived from pinned CC-CEDICT,
# FrequencyWords English vocabulary, and rime-essay ranking data.
# Curated Hong Kong rows are a separately pinned higher-priority input.
# CC-CEDICT source URL: https://cc-cedict.org/editor/editor_export_cedict.php?c=gz
# CC-CEDICT source date: 2026-07-12T16:23:25Z
# CC-CEDICT SHA-256: 90e2881776366f606171a977a1f54786196f428ba604c728a279d4aaff7223a8
# Per-key candidate cap: 3; key length<=32.
english,chinese,freq
clash,衝,0.4033
clash,沖,0.3965
clash,磕碰,0.2378
clashing,漷,0.2313
clasp,觼,0.2175
clasp,挾,0.2478
clasp,合掌,0.2323
classes,排班,0.2315
classes,網課,0.5004
classes,堂,0.3779
classic,教科書式,0.2000
classic,經典,0.6683
classic,禮,0.3424
classically,汶上,0.2340
classics,經典,0.6683
classics,經,0.5526
classics,古文,0.3073
classification,類別,0.4377
classification,分級,0.3303
classification,分屬,0.2325
classified,機密,0.2709
classified,機要,0.2349
classified,絕密文件,0.2270
classify,分類,0.6116
classify,歸類,0.3379
classify,分級,0.3303
classmate,同學,0.7469
classmate,學友,0.2571
classmate,同班,0.2480
classroom,教室,0.4439
classroom,課堂,0.4254
classroom,課室,0.2370
classrooms,環創,0.2000
classy,有氣質,0.2438
classy,有腔調,0.2000
classy,高逼格,0.2000
clatter,噠,0.3112
clatter,乒乓,0.2609
clatter,哐啷,0.2269
clattering,稀里嘩啦,0.2394
clattering,噶嗒,0.2156
claude,克勞德,0.2316
claude,莫奈,0.2527
claude,德彪西,0.2294
claudia's,冠紋柳鶯,0.2000
claudius,托勒密,0.2284
claudius,托勒玫,0.2167
claus,克勞斯,0.2319
claus,聖誕老人,0.2488
clause,條,0.5446
clause,章,0.4398
clause,條款,0.4378
clauses,項,0.4143
clauses,條目,0.2678
clauses,讀破句,0.2167
claustrophobia,幽閉恐懼,0.2232
claustrophobia,幽閉恐懼症,0.2222
clavicle,鎖骨,0.2453
claw,爪子,0.2920
claw,鉗,0.2500
claw,鉗子,0.2403
clawing,抓傷,0.2309
claws,爪,0.2853
claws,魔爪,0.2338
claws,爪牙,0.2319
clay,土,0.4235
clay,泥,0.3289
clay,泥土,0.2787
clayton,克萊頓,0.2288
clean,乾淨,0.5258
clean,清,0.4916
clean,清潔,0.4747
clean-living,潔身自好,0.2313
clean-living,高潔,0.2420
clean-up,清剿,0.2322
cleaner,清潔工,0.2469
cleaner,清潔器,0.2305
cleaner,吸塵器,0.2473
cleaners,洗染店,0.2231
cleaning,抹布,0.2505
cleaning,清潔劑,0.2438
cleaning,洗滌劑,0.2422
cleanliness,澡身浴德,0.2159
cleanliness,環衛,0.2504
cleanliness,潔癖,0.2443
cleanse,潔淨,0.2639
cleanse,沐,0.2632
cleanse,沖刷,0.2485
cleanser,面膜,0.2991
cleansing,洗面奶,0.2668
cleansing,潔面乳,0.2359
cleansing,洗面乳,0.2314
clear,明顯,0.6663
clear,明白,0.6053
clear,清楚,0.5886
clear-cut,明確,0.6046
clear-cut,鮮明,0.3145
clear-cut,輪廓鮮明,0.2241
clear-eyed,擦亮眼睛,0.2323
clear-headed,清醒,0.3713
clear-headed,頭腦清楚,0.2252
clear-minded,僬僬,0.2077
clear-minded,靈醒,0.2000
clear-sighted,瞭,0.3661
clearance,間隙,0.3128
clearance,清倉大甩賣,0.2013
clearance,綠色通道,0.2465
cleared,摘帽,0.2303
cleared,摘帽子,0.2220
clearing,清算行,0.2242
clearing,豁然開朗,0.2550
clearing,霽,0.2439
clearly,顯然,0.5987
clearly,顯而易見,0.3692
clearly,可知,0.3310
clears,雨過天晴,0.2344
clears,雨過天青,0.2260
cleavage,乳溝,0.2490
cleavage,解理,0.2268
cleavage,胸槽,0.2060
cleave,劈開,0.2334
cleave,劈裂,0.2290
cleave,破,0.4697
cleaver,菜刀,0.2751
cleaver,遊刃有餘,0.2817
cleaver,切肉刀,0.2202
cleft,齶裂,0.2326
cleft,顎裂,0.2249
cleft,唇裂,0.2000
clemency,婦人之仁,0.2275
clemens,克林德,0.2219
clench,握,0.2941
clench,咬牙,0.2590
clench,攥拳頭,0.2000
cleopatra,克婁巴特拉,0.2236
cleopatra,克莉奧佩特拉,0.2212
cleopatra,安東尼與克莉奧佩特拉,0.2172
clergy,教士,0.2360
clergy,神職,0.2319
clergy,神職人員,0.2300
clergyman,牧師,0.3623
clergyman,薩德爾,0.2266
clergyman,穆通,0.2152
cleric,神職人員,0.2300
cleric,監牧,0.2188
clerical,神職,0.2319
clerical,內勤,0.2424
clerical,隸,0.2424
clerics,憲法監護委員會,0.2251
clerk,文案,0.4948
clerk,書記,0.3663
clerk,文員,0.2863
clermont,克萊蒙,0.2000
clermont,克萊蒙特,0.2242
clermont,克萊爾蒙特,0.2000
cleveland,克利夫蘭,0.2319
clever,快,0.6980
clever,乖,0.5949
clever,聰明,0.4629
clever-clever,小聰明,0.2428
cleverest,巧婦難為無米之炊,0.2000
cleverly,討巧,0.2310
cleverness,靈氣,0.2686
cleverness,心眼,0.2602
cleverness,聰明反被聰明誤,0.2297
click,點擊,0.6324
click,單擊,0.3109
click,吧嗒,0.2321
click-through,點擊率,0.3026
click-through,點閱率,0.2000
clicking,栗額鵙鶥,0.2000
clicking,點開,0.3976
clicks,點擊數,0.2418
clicks,標題黨,0.2373
client,客戶,0.8250
client,顧客,0.5132
client,客人,0.4598
client-server,主從,0.2315
clients,客戶,0.8200
clients,拉客,0.2417
clients,招接,0.2000
cliff,岩,0.3213
cliff,崖,0.2669
cliff,山崖,0.2431
cliff-hanging,扣人心弦,0.2138
cliff-ledge,磴,0.2307
cliffs,赤壁,0.2525
cliffs,懸崖峭壁,0.2324
cliffs,壁立,0.2301
climate,氣候,0.4453
climate,乾燥,0.3887
climate,候,0.2858
climates,笐,0.2167
climatic,氣候狀況,0.2241
climatic,拉尼娜,0.2272
climatic,厄爾尼諾現象,0.2262
climax,性高潮,0.2460
climax,關子,0.2315
climax,壓軸戲,0.2272
climb,上,0.7796
climb,爬,0.3812
climb,攀登,0.3075
climber,蜘蛛人,0.2312
climber,姦雄,0.2068
climbing,登山,0.3461
climbing,攀援,0.2313
climbing,攀緣,0.2307
climbs,落水狗上岸,0.2000
clinch,確定,0.6695
clinch,抱持,0.2313
clinch,釘牢,0.2231
cling,抱定,0.2303
cling,黏住,0.2273
cling,巴,0.3719
clinging,軟糯,0.2493
clinging,貪生怕死,0.2305
clinging,偏執,0.3022
clings,孔乙己,0.2341
clings,駑馬戀棧,0.2149
clingy,黏人,0.2294
clingy,黏膩,0.2290
clingy,小奶狗,0.2000
clinic,診所,0.2879
clinic,醫務所,0.2257
clinic,門診室,0.2249
clinical,臨床,0.2000
clinical,抑鬱症,0.4697
clinical,體溫計,0.2338
clink,玲瓏,0.2685
clink,玎玲,0.2222
clinton,克林頓,0.2600
clinton,柯林頓,0.2224
clinton,希拉里,0.2504
clip,卡,0.6562
clip,夾,0.3461
clip,夾子,0.2494
clip-into-place,卡榫,0.2214
clipboard,剪貼板,0.2408
clipboard,寫字板,0.2313
clipboard,剪切板,0.2074
clipped,時間差,0.2488
clipped,人肉搜索引擎,0.2267
clipper,指甲刀,0.2297
clipper,指甲剪,0.2287
clipper,指甲鉗,0.2022
clippers,剪子,0.2329
clippers,快船,0.3320
clippers,推子,0.2284
clipping,削波,0.2000
clippings,剪報,0.2379
clips,網傳,0.2927
clips,幕後花絮,0.2352
clips,梭子,0.2290
clique,幫,0.6537
clique,派,0.4456
clique,閥,0.2716
clitoris,陰蒂,0.2479
clitoris,陰核,0.2246
clive,衛奕信,0.2194
cloak,大衣,0.2746
cloak,披風,0.2629
cloak,斗篷,0.2426
cloak-room,寄存處,0.2247
cloakroom,衣帽間,0.2346
cloakroom,寄物處,0.2115
cloakroom,寄物,0.2000
clock,鐘,0.3303
clock,時鐘,0.2821
clock,鐘錶,0.2643
clockwise,順時針,0.2440
clockwise,順行,0.2284
clockwork,發條,0.2453
clockwork,上弦,0.2325
clockwork,上發條,0.2254
clod,傻大個,0.2280
clod,坷垃,0.2011
clod,土坷垃,0.2237
clog,阻塞,0.2668
clog,梗塞,0.2372
clog,阻絕,0.2272
clogged,否,0.3920
clogged,擁塞,0.2318
clogged,通乳,0.2000
clogs,屐,0.2318
clogs,木鞋,0.2267
clogs,木屐,0.2304
cloister,寺院,0.2577
cloister,迴廊,0.2350
clone,複製,0.5302
clone,克隆,0.2958
clone,分身,0.2542
cloned,多利,0.2328
cloned,桃莉羊,0.2000
cloning,克隆技術,0.2297
close,好,0.7845
close,關,0.5342
close,關閉,0.4819
close-fitting,貼身,0.2722
close-fitting,貼切,0.2597
close-fitting,密合,0.2276
close-packed,六方最密堆積,0.2044
close-packing,最密堆積,0.2102
close-spaced,密緻,0.2218
close-up,微距,0.2501
close-up,特寫,0.3203
closed,封閉,0.4313
closed,封閉性,0.2304
closed,閉著,0.2000
closed-book,閉卷考試,0.2270
closed-circuit,閉路電視,0.2335
closed-circuit,電子警察,0.2324
closed-door,閉關政策,0.2210
closed-door,閉門會議,0.2000
closed-loop,閉合,0.3204
closed-source,閉源,0.2122
closely,緊緊,0.3404
closely,密切,0.3286
closely,嚴嚴實實,0.2410
closely-fought,拉鋸戰,0.2330
closer,來臨,0.3329
closer,拉近,0.2563
closer,血濃於水,0.2324
closes,含羞草,0.2324
closest,貼切,0.2597
closest,懿親,0.2000
closest,阿難,0.2331
closet,櫥,0.2425
closet,壁櫥,0.2314
closet,櫥子,0.2263
closeted,深櫃,0.2000
closing,片尾,0.2700
closing,收盤價,0.2585
closing,閉幕式,0.2540
closure,閉包,0.2273
closure,封路,0.2112
clot,凝結,0.2558
clot,凝塊,0.2287
clot,血栓,0.2490
cloth,布,0.4006
cloth,布料,0.2666
cloth,布匹,0.2331
clothe,養活,0.3144
clothed,豐衣足食,0.2318
clothes,衣服,0.6255
clothes,服裝,0.4722
clothes,服,0.4128
clothes-horse,椸,0.2198
clothes-horse,楎,0.2146
clothesline,晾衣繩,0.2256
clothesline,曬衣繩,0.2210
clothing,裝,0.6117
clothing,服裝,0.4722
clothing,線條,0.4673
clotted,瘀血,0.2333
clotting,血液凝結,0.2237
clotting,凝血素,0.2186
cloud,雲,0.4669
cloud,團,0.4648
cloud,雲端,0.3244
clouded,雲豹,0.2300
clouding,起雲劑,0.2000
clouds,雲層,0.2476
clouds,雲煙,0.2465
clouds,朵,0.2932
cloudy,陰,0.3395
cloudy,多雲,0.2538
cloudy,靄靄,0.2249
clout,話語權,0.3882
clout,鈔能力,0.2125
clove,瓣,0.2605
clove,丁香,0.2553
clove,麝香石竹,0.2161
clover,三葉草,0.2375
clover,苜,0.2306
clover,蓿,0.2291
clown,小丑,0.4651
clown,丑,0.3519
clown,活寶,0.2403
club,俱樂部,0.4893
club,社團,0.4456
club,黨,0.3978
clubbing,泡吧,0.2476
clubhouse,會所,0.2781
clubhouse,球場會館,0.2119
clubs,梅花,0.2870
cluck,彈舌,0.2000
cluck,咄咄,0.2352
cluck,咄咄稱奇,0.2130
clue,跡,0.2571
clue,端倪,0.2497
clue,蛛絲馬跡,0.2444
clueless,沒譜,0.2407
clueless,裝傻充愣,0.2036
clues,線索,0.4539
clues,緒,0.2571
clues,端倪,0.2497
clump,蓬,0.2597
clump,坨,0.2519
clumps,蔸,0.2350
clumsy,笨,0.4278
clumsy,蠢,0.2713
clumsy,笨拙,0.2634
clung,朱雲折檻,0.2129
clunk,咯噔,0.2324
clunk,咔噠聲,0.2180
cluster,叢,0.2688
cluster,簇,0.2525
cluster,集束,0.2298
clusters,簇,0.2525
clusters,掛,0.5342
clusters,墩,0.2603
clutch,捉,0.2836
clutch,掐,0.2778
clutch,離合器,0.2668
clutches,魔掌,0.2326
clutches,魔爪,0.2338
clutches,蒙難,0.2292
clutching,捕風捉影,0.2316
cm,分,0.6490
cm,英寸,0.3788
cm,公分,0.2904
cnn,有線新聞網,0.2241
cnn,美國有線新聞網,0.2236
co,二氧化碳,0.3672
co,技嘉,0.2637
co,尿素,0.2555
co-author,合著,0.2341
co-author,金天翮,0.2137
co-conspirator,同伙,0.2000
co-developer,楊振寧,0.2534
co-driver,副駕駛員,0.2259
co-founder,馬雲,0.4121
co-founder,陳獨秀,0.2562
co-founder,扎克伯格,0.2000
co-inventor,萊布尼茨,0.2323
co-inventor,萊布尼茲,0.2258
co-nh,肽,0.2529
co-nh,多肽,0.2350
co-nh,肽鍵,0.2248
co-op,共建房,0.2000
co-pi,共同主持人,0.2000
co-principal,共同主持人,0.2000
co-production,聯產,0.2340
co-prosperity,大東亞共榮圈,0.2228
co-renting,合租,0.2892
co-tenants,群租,0.2000
co-worker,同事,0.6134
co-worker,同人,0.3363
co-worker,合作者,0.2460
coach,教練,0.6092
coach,指導,0.5705
coach,輔導,0.3887
coachman,車夫,0.2444
coal,煤,0.3162
coal,煤炭,0.3160
coal,炭,0.2591
coal-shovel,攉煤機,0.2053
coalition,聯盟,0.5665
coalition,聯合政府,0.2309
coalition,義和團運動,0.2281
coals,剝皮,0.2482
coals,火炭,0.2283
coals,冰炭不相容,0.2126
coarse,惡,0.4597
coarse,粗糙,0.3491
coarse,粗,0.3372
coast,海邊,0.3111
coast,岸,0.2915
coast,滑行,0.2696
coastal,沿海,0.3010
coastal,海岸,0.2715
coastal,濱海,0.2661
coaster,杯墊,0.2318
coaster,過山車,0.2614
coaster,大起大落,0.2473
coastguard,海岸警衛隊,0.2280
coastline,海岸線,0.2471
coastline,綿長,0.2350
coasts,兩岸,0.3327
coat,外套,0.3332
coat,襖,0.2517
coat,搪,0.2350
coated,豬血糕,0.2210
coated,沙琪瑪,0.2042
coated,粩,0.2000
coating,塗層,0.3178
coating,覆膜,0.2350
coating,舌苔,0.2407
coats,呢,0.7762
coats,呢子,0.2295
coats,穀穗,0.2276
coattails,順風車,0.2424
coax,哄,0.3029
coax,籠絡,0.2326
coax,勸誘,0.2280
coaxing,軟糯,0.2493
coaxing,咱們,0.6195
coaxing,吃軟不吃硬,0.2000
cob,玉米棒,0.2021
cobalt,鈷,0.2444
cobalt,回回青,0.2081
cobble,卵石,0.2332
cobble,靪,0.2146
cobbler,鞋匠,0.2318
cobbler,皮匠,0.2311
cobbler,修鞋匠,0.2241
cobra,眼鏡蛇,0.2357
cobra,印度眼鏡蛇,0.2125
cobweb,蛛網,0.2348
cobweb,蜘蛛網,0.2335
coca,可加,0.2357
coca,古柯,0.2287
coca,古柯樹,0.2128
coca-cola,可口可樂,0.2953
coca-cola,健怡可樂,0.2239
cocaine,可卡因,0.2326
cocaine,古柯鹼,0.2267
cocaine,古柯,0.2287
coccyx,尻,0.2407
coccyx,尾骨,0.2293
coccyx,尾椎,0.2267
cochin,科卿,0.2145
cock,公雞,0.2537
cock,叫雞,0.2286
cock,種禽,0.2272
cock-and-bull,不經之談,0.2176
cock-and-bull,胡編亂造,0.2296
cock-fighting,鬥雞走馬,0.2173
cockatoo,鳳頭鸚鵡,0.2000
cockatoo,小葵花鳳頭鸚鵡,0.2000
cockpit,駕駛艙,0.2422
cockpit,座艙,0.2333
cockroach,蟑螂,0.2960
cockroach,蜚蠊,0.2235
cockroach,曱甴,0.2008
cocktail,雞尾酒,0.2798
cocktail,調製,0.2605
cocktail,調酒,0.2454
cocky,拽,0.2946
cocky,牛屄,0.2228
cocky,得瑟,0.2000
coco,李玟,0.2374
coco,海底椰,0.2000
coco,海椰子,0.2000
coco-grass,莎草,0.2277
coco-grass,薠,0.2272
cocoa,可可,0.2710
cocoa,蔻蔻,0.2285
cocoa,可可粉,0.2306
coconut,椰子,0.2540
coconut,椰,0.2519
coconut,椰林,0.2326
cocoon,繭,0.2497
cocoon,羽化,0.2340
cocoon,作繭,0.2327
cocoons,山,0.5257
cocoons,上山,0.2903
cocoons,繅,0.2314
cod,鱈魚,0.2336
cod,化學需氧量,0.2306
cod,鰵,0.2245
coddle,嬌慣,0.2311
code,代碼,0.6536
code,法則,0.4040
code,碼,0.3977
coded,密語,0.2364
coded,密電,0.2289
coded,密碼電報,0.2211
codeine,可待因,0.2277
codes,人民幣,0.5665
codes,打碼,0.2339
codfish,鱈,0.2325
coding,碼字,0.3861
coding,鄭碼,0.2266
coding,大五碼,0.2200
coefficient,係數,0.3489
coefficient,彈性模量,0.2303
coefficient,勁度係數,0.2191
coerce,要,0.7852
coerce,強制,0.4612
coerce,逼迫,0.3477
coerced,脅從犯,0.2225
coercion,威迫,0.2258
coercion,強買強賣,0.2296
coercion,吃軟不吃硬,0.2000
coexist,共存,0.2956
coexist,並存,0.2916
coexist,共處,0.2448
coexistence,兩立,0.2322
coexistence,和平共處,0.2331
coexistence,和平共處五項原則,0.2277
coffee,咖啡,0.6210
coffee,咖,0.2823
coffee,噶霏,0.2025
coffee-mate,咖啡伴侶,0.2017
coffers,吃皇糧,0.2000
coffin,靈,0.3891
coffin,棺材,0.2949
coffin,材,0.2902
coffin-bearer,槓夫,0.2177
coffin-bearing,槓,0.2485
coffin-shaped,冰棺,0.2000
coffins,具,0.3450
coffins,棺槨,0.2303
coffins,柂,0.2210
cog,輪齒,0.2254
cognac,干邑,0.2312
cognac,人頭馬,0.2306
cognac,軒尼詩,0.2078
cognitive,認知,0.6485
cognitive,智能障礙,0.2243
cognitive,認知失調,0.2220
cohen,科恩,0.2342
coherent,凝聚,0.2840
coherent,通暢,0.2656
coherent,相干,0.2554
cohesion,凝聚力,0.2645
cohesion,向心力,0.2329
cohesion,散沙,0.2324
cohesive,凝聚力,0.2645
cohesive,肌體,0.2414
cohesive,融合為一,0.2000
cohorts,中生代,0.2323
coil,繞,0.3257
coil,纏,0.2771
coil,線圈,0.2598
coiled,蜷曲,0.2298
coiled,盤曲,0.2273
coiled,蟠龍,0.2333
coils,盤,0.5198
coin,錢,0.7099
coin,硬幣,0.3612
coin,泉,0.3274
coin-operated,投幣,0.2361
coin-operated,投硬幣,0.2236
coincide,重合,0.3263
coincide,巧合,0.3091
coincide,符,0.3061
coincidence,符合,0.6370
coincidence,巧合,0.3091
coincidence,偶合,0.2297
coincidental,巧合,0.3091
coincidentally,巧,0.3313
coined,鄙視鏈,0.2000
coined,性福,0.2478
coined,不平等條約,0.2312
coins,幣,0.3485
coins,文,0.5285
coins,枚,0.2903
coke,焦,0.2999
coke,焦炭,0.2481
coke,焦化,0.2440
col,山凹,0.2268
col,壪,0.2000
col,科隆,0.2440
cola,可樂,0.3499
cola,梧桐科,0.2198
colada,鳳梨園,0.2122
colada,椰林飄香,0.2000
colada,鳳梨可樂達,0.2000
colby,科比,0.4100
cold,冷,0.4471
cold,冰,0.4174
cold,寒,0.4090
cold-blood,冷血,0.2555
cold-blooded,冷血,0.2555
cold-blooded,殺人不眨眼,0.2300
cold-blooded,冷血動物,0.2313
cold-hearted,冷酷無情,0.2328
cold-hearted,冷血動物,0.2313
cold-resistant,欺霜傲雪,0.2000
cold-rolled,冷軋,0.2443
cold-rolling,冷軋,0.2443
cold-shoulder,乾,0.4329
cold-shoulder,晾,0.2583
cold-shoulder,冷遇,0.2336
coldest,數九,0.2289
coldest,數九寒天,0.2254
coldest,數九天,0.2191
coldly,冷冷,0.2630
coldly,白,0.5704
coldly,冷落,0.2636
colds,感冒藥,0.2433
coli,大腸桿菌,0.2432
colic,絞痛,0.2375
colic,膽石絞痛,0.2090
colin,科林,0.2344
colin,柯林,0.2303
collaborate,合作,0.6689
collaborate,協同,0.3445
collaborate,攜手,0.3019
collaborated,虞應龍,0.2089
collaborated,汪精衛,0.2423
collaborated,曲線救國,0.2359
collaboration,協同,0.3445
collaboration,合編,0.2317
collaborative,共同,0.5812
collaborative,協同,0.3445
collaborative,群件,0.2000
collaborator,合作者,0.2460
collaborator,爪牙,0.2319
collaborator,合作夥伴,0.2000
collaborators,以華制華,0.2184
collaborators,資治通鑒,0.2000
collage,拼貼,0.2350
collagen,膠原蛋白,0.2924
collagen,膠原,0.2463
collagen,骨膠原,0.2313
collapse,倒,0.5548
collapse,崩潰,0.5117
collapse,倒下,0.3302
collapsed,垝,0.2240
collapsed,垝垣,0.2177
collapsing,一塌糊塗,0.3173
collar,領,0.3974
collar,衣領,0.2451
collar,領口,0.2438
collarbone,鎖骨,0.2453
collared,白領八哥,0.2000
collared,白領翡翠,0.2000
collared,白頸鴉,0.2000
collateral,抵押物,0.2457
collateral,旁系,0.2298
collateral,附帶損害,0.2000
colleague,同事,0.6134
colleague,同人,0.3363
colleague,同仁,0.2681
colleagues,各位,0.6405
colleagues,左鄰右舍,0.2332
colleagues,隱婚,0.2036
collect,收,0.5836
collect,收集,0.5433
collect,提取,0.4817
collected,集,0.4742
collected,文集,0.2719
collected,楚辭,0.2354
collectible,穀子,0.2473
collecting,集思廣益,0.2325
collecting,網格員,0.2000
collecting,開徵,0.2503
collection,一套,0.6249
collection,林,0.5389
collection,收藏,0.5312
collections,套,0.4818
collections,惡搞,0.2903
collections,笑林,0.2312
collective,集體,0.4902
collective,大我,0.2356
collective,集體戶,0.2274
collectively,公,0.4224
collectively,統稱為,0.2000
collectively,統稱,0.2640
collector,收藏家,0.2370
collector,藏家,0.2126
collector,滑環,0.2266
collector's,藏品,0.2521
college,大學,0.7249
college,學院,0.6376
college,院校,0.5478
colleges,高等學校,0.2620
colleges,高校,0.5417
colleges,批,0.3814
collegiate,合議庭,0.2386
collide,碰撞,0.4404
collide,衝撞,0.2469
collide,撞機,0.2032
collider,對撞機,0.2308
collider,大型強子對撞機,0.2273
colliding,雞蛋碰石頭,0.2261
colliding,碰撞造山,0.2222
collie,邊牧,0.2014
collie,蘇格蘭牧羊犬,0.2000
collins,柯林斯,0.2331
collins,科林斯,0.2297
collins,福斯特,0.2341
collision,衝突,0.5388
collision,碰撞,0.4404
collision,相撞,0.2550
collisions,路殺,0.2000
collusion,勾連,0.2282
collusion,沆瀣一氣,0.2273
collusion,串通一氣,0.2260
cologne,香水,0.3353
cologne,科隆,0.2440
cologne,古龍水,0.2296
colombia,哥倫比亞,0.2643
colombia,麥德林,0.2289
colombia,波哥大,0.2263
colombo,科倫坡,0.2292
colombo,可倫坡,0.2167
colon,結腸,0.2436
colon,冒號,0.2307
colon,乙狀結腸,0.2288
colonel,上校,0.2533
colonel,陸軍上校,0.2242
colonel,額菲爾士,0.2144
colonial,殖民,0.3198
colonial,支那,0.2411
colonial,東京,0.4257
colonialism,殖民主義,0.2316
colonization,定殖,0.2000
colonization,內地,0.4019
colonization,脫亞入歐,0.2000
colonize,定殖,0.2000
colonna,科羅納,0.2241
colonoscopy,結腸鏡檢查,0.2267
colonoscopy,腸鏡,0.2187
colonoscopy,結腸鏡,0.2024
colony,殖民,0.3198
colony,殖民地,0.3151
colony,植民,0.2173
color,顏色,0.6670
color,色,0.4755
color,彩色,0.3407
color-blind,色盲,0.2405
colorado,丹佛,0.2348
colorado,科羅拉多,0.2332
colorado,科羅拉多州,0.2298
colored,有色,0.2696
colored,金平糖,0.2000
colored,斑,0.2892
colorful,多彩,0.2686
colorful,富色彩,0.2175
colorful,豐富多彩,0.2699
coloring,色彩,0.5916
coloring,著色書,0.2000
coloring,紫砂,0.2453
colorless,無趣,0.3101
colorless,無色,0.2537
colorless,清湯寡水,0.2241
colors,春色,0.2599
colors,秋色,0.2439
colors,協調,0.4409
colosseum,羅馬鬥獸場,0.2000
colossus,龐然大物,0.2336
colt,小馬,0.2928
colt,駒子,0.2573
colt,駒,0.2438
colter,犁頭,0.2008
columbia,哥大,0.2768
columbia,哥倫比亞,0.2643
columbia,哥倫比亞大學,0.2536
columbus,哥倫布,0.2423
column,行,0.6797
column,列,0.4492
column,圓柱,0.2465
columns,編隊,0.2482
columns,楹聯,0.2350
columns,八行書,0.2210
com,抗母,0.2000
com,知乎,0.7264
com,攜程,0.3655
coma,昏迷,0.2791
coma,血暈,0.2245
coma,后髮座,0.2197
comb,梳理,0.4966
comb,梳,0.2627
comb,攏,0.2516
combat,作戰,0.4518
combat,搏,0.2631
combat,防堵,0.2288
combatant,補刀,0.2438
combatants,飛撾,0.2000
combative,敵對,0.2595
combative,火藥味,0.2334
combative,鬥爭性,0.2258
combination,組合,0.6344
combination,合體,0.2840
combination,冰火,0.2464
combinations,靚號,0.2035
combine,並,0.7179
combine,結合,0.6825
combine,組合,0.6344
combined,複式,0.2567
combined,並稱,0.2552
combined,戟,0.2469
combines,會意,0.2353
combines,評彈,0.2320
combines,新儒家,0.2285
combining,土洋結合,0.2232
combining,土洋並舉,0.2135
combining,平板,0.4162
combo,連擊,0.2457
combo,連招,0.2383
combo,雙拼,0.2346
combs,梳篦,0.2252
combustible,閃爆,0.2000
combustion,燃燒,0.4427
combustion,燃點,0.2307
combustion,燃燒匙,0.2000
come,來,0.7755
come,來到,0.5682
come,前來,0.3551
comeback,逆襲,0.3600
comeback,翻盤,0.2949
comeback,反超,0.2655
comedian,周星馳,0.3366
comedian,趙本山,0.2768
comedian,周立波,0.2357
comedic,笑料,0.2445
comedy,喜劇,0.3707
comedy,搞笑片,0.2306
comedy,笑劇,0.2260
comedy-drama,落葉歸根,0.2325
comely,窈窕,0.2457
comers,海選,0.2590
comers,來者不拒,0.2317
comes,發語辭,0.2098
comes,著呢,0.2000
comes,要說,0.5635
comet,彗星,0.2650
comet,孛,0.2358
comet,掃把星,0.2287
comfort,安慰,0.4121
