# Jyutping (粵拼) dictionary — source rime-cantonese (CC-BY/ODbL) + essay freq
# Toneless codes; includes Cantonese colloquial vocabulary.
# Fields: jyutping, chinese, freq
jyutping,chinese,freq
bakjin,北燕,0.4611
bakjoek,北約,0.4808
bakjyut,北越,0.4617
bakkeoi,北區,0.4798
baklou,北佬,0.459
bakmei,北美,0.5277
bakmin,北面,0.4802
bakoi,北愛,0.4657
bakpiu,北票,0.4665
baksoeng,北上,0.4949
baktyun,北屯,0.4629
bakwai,北緯,0.4748
bam,泵,0.2412
bam,乓,0.2098
ban,笨,0.7833
ban,份,0.2891
ban,品,0.2806
ban,奔,0.2643
ban,浜,0.2584
ban,賓,0.2524
ban,斌,0.2522
ban,彬,0.2418
ban,濱,0.2356
ban,夯,0.2289
ban,渀,0.2281
ban,儐,0.2264
ban,賁,0.2242
ban,泍,0.2184
ban,鬢,0.218
ban,嬪,0.2156
ban,錛,0.2147
ban,攽,0.2142
ban,稟,0.2141
ban,繽,0.211
ban,瀕,0.2092
ban,檳,0.2081
ban,臏,0.208
ban,犇,0.2076
ban,殯,0.2074
ban,髕,0.206
ban,鑌,0.2056
ban,擯,0.2042
ban,玢,0.2036
ban,豳,0.2027
ban,坌,0.2023
ban,榀,0.2022
ban,邠,0.2003
ban,倴,0.1951
ban,逩,0.194
ban,栟,0.1927
ban,桳,0.1923
ban,霦,0.1901
ban,蠙,0.1897
ban,豩,0.189
ban,鬂,0.1886
ban,坋,0.188
ban,梹,0.1862
ban,璸,0.1862
ban,汃,0.1861
ban,髩,0.1855
ban,驞,0.1851
ban,賔,0.185
ban,炃,0.185
ban,濵,0.1831
ban,蟦,0.183
ban,鐼,0.1815
ban,椕,0.181
ban,撪,0.1809
ban,顮,0.1799
ban,虨,0.1797
ban,礗,0.1791
ban,獖,0.1767
ban,餴,0.1743
ban,輽,0.1665
ban,体,0.1466
ban,禀,0.1277
ban,𩣺,0.0225
banbin,鬢邊,0.4605
banbo,奔波,0.4894
banbou,稟報,0.4662
bancaa,品茶,0.473
banceoi,擯除,0.4545
banci,奔馳,0.5221
banci,賓詞,0.4506
bandaan,笨蛋,0.5021
bandak,品德,0.4829
banfan,繽紛,0.4826
banfei,嬪妃,0.4648
banfong,奔放,0.4817
banfu,奔赴,0.4798
banfu,稟賦,0.4655
bang,憑,0.281
bang,蹦,0.235
bang,甭,0.2348
bang,崩,0.2323
bang,堋,0.2279
bang,繃,0.217
bang,嘣,0.2111
bang,塴,0.2076
bang,鏰,0.2038
bang,凭,0.202
bang,嗙,0.2007
bang,弸,0.1972
bang,靐,0.1966
bang,祊,0.1963
bang,絣,0.1922
bang,痭,0.1872
bang,傰,0.1842
bang,奟,0.1789
bang,嵭,0.1768
bang,綳,0.1691
bangaak,品格,0.4823
bangcong,繃牀,0.4481
bangcou,崩殂,0.4555
bangdaai,繃帶,0.4821
bangdaat,蹦達,0.4614
bangdik,蹦迪,0.4798
bangdou,崩倒,0.4529
banggan,繃緊,0.4729
banggik,蹦極,0.4677
bangkui,崩潰,0.5414
bangkyut,崩決,0.444
banglau,崩漏,0.4628
banglok,崩落,0.4611
bangoek,鬢腳,0.4499
bangok,鬢角,0.4644
bangou,稟告,0.4644
bangpun,崩盤,0.5052
bangtaan,崩坍,0.4551
bangtaap,崩塌,0.5018
bangtaat,蹦躂,0.4619
bangun,賓館,0.5179
bangwaai,崩壞,0.5003
bangwai,崩毀,0.46
bangwo,賓果,0.4629
bangwong,繃簧,0.447
banhaak,賓客,0.4799
banhai,品系,0.4655
banhang,品行,0.4757
banhei,擯棄,0.4654
banji,殯儀,0.4681
banji,品議,0.4381
banjing,臏刑,0.4494
banjyu,賓語,0.476
bankap,品級,0.4659
banlau,品流,0.4531
banlim,殯殮,0.4532
banlong,檳榔,0.4722
banmaa,奔馬,0.4643
banmaau,品貌,0.4649
banmei,品味,0.5158
banming,品茗,0.467
banmong,奔忙,0.4658
banmou,鬢毛,0.4587
banpaai,品牌,0.5922
banpaau,奔跑,0.51
banping,品評,0.4668
bansing,品性,0.4717
bansing,檳城,0.4637
bansing,稟性,0.4619
bansing,稟承,0.4587
bansoeng,品嘗,0.4993
bansoeng,品嚐,0.4993
bansoeng,儐相,0.4582
bansong,奔喪,0.4642
bantyut,品脫,0.4586
banzaap,奔襲,0.4661
banzat,品質,0.5517
banzau,奔走,0.4786
banzau,賓州,0.4635
banzi,賓治,0.4559
banzong,殯葬,0.4741
banzung,品種,0.5366
banzung,笨重,0.4743
banzyu,賓主,0.464
banzyut,笨拙,0.4839
bat,不,0.4318
bat,佛,0.2901
bat,筆,0.2705
bat,拔,0.2556
bat,畢,0.2454
bat,鼻,0.2412
bat,甭,0.2348
bat,跋,0.2295
bat,魃,0.2293
bat,拂,0.2292
bat,僰,0.2261
bat,泌,0.2247
bat,茇,0.2216
bat,䰾,0.2211
bat,吥,0.2198
bat,鈸,0.2188
bat,弼,0.2146
bat,鈈,0.2126
bat,柭,0.2108
bat,嗶,0.2092
bat,潷,0.2063
bat,苾,0.2046
bat,鮁,0.2044
bat,蓽,0.2041
bat,蹕,0.204
bat,篳,0.2039
bat,菝,0.2026
bat,抜,0.2025
bat,叐,0.2017
bat,皕,0.1961
bat,茀,0.1961
bat,犮,0.1939
bat,妭,0.1936
bat,秡,0.193
bat,滭,0.1921
bat,弻,0.1919
bat,珌,0.1914
bat,觱,0.1912
bat,癹,0.1908
bat,邲,0.1903
bat,妼,0.189
bat,袐,0.1888
bat,軷,0.1875
bat,駜,0.1869
bat,彃,0.1868
bat,韠,0.1858
bat,胈,0.185
bat,馛,0.1831
bat,罼,0.183
bat,詙,0.183
bat,縪,0.1815
bat,鞸,0.1814
bat,饆,0.18
bat,熚,0.1798
bat,鼥,0.1781
bat,魓,0.1764
bat,鏎,0.1739
bat,鴓,0.1739
bat,驆,0.1734
bat,鷝,0.171
bat,炦,0.171
bat,胇,0.1466
bat,𢳂,0.0225
batam,不諳,0.4543
batbin,不便,0.5025
batbit,不必,0.5362
batcaak,不測,0.4734
batcang,不曾,0.4964
batceoi,拔除,0.4658
batceoi,拔取,0.4559
batceot,不出,0.5275
batci,不齒,0.4716
batciu,不肖,0.4653
batco,不錯,0.58
batcoeng,不詳,0.4873
batcoeng,不祥,0.4748
batcoi,不才,0.4653
batcou,拔草,0.4634
batcuk,不速,0.4682
batdaan,不但,0.5435
batdaan,不單,0.4794
batdaan,不丹,0.4663
batdai,不第,0.4616
batdak,不得,0.5411
batdang,不等,0.5241
batdeng,拔頂,0.4475
batdeoi,不對,0.5476
batdik,不敵,0.4867
batdit,不迭,0.4675
batdoi,筆袋,0.4497
batdong,不當,0.5112
batduk,不獨,0.464
batduk,拔毒,0.4599
batdyun,不斷,0.5825
batfaan,不凡,0.4826
batfaat,不法,0.4827
batfan,不分,0.5073
batfat,不乏,0.5192
batfau,不復,0.4771
batfei,不菲,0.4824
batfong,不妨,0.5334
batfu,不符,0.5011
batgaa,筆架,0.4675
batgam,不禁,0.5131
batgam,不甘,0.4904
batgan,不僅,0.5777
batgau,不久,0.5268
batgau,不苟,0.4684
batgei,筆記,0.5635
batgei,不羈,0.4782
batgei,嗶嘰,0.4574
batgeoi,不舉,0.4639
batgin,不見,0.5262
batging,畢竟,0.5993
batgoek,拔腳,0.4605
batgok,不覺,0.4867
batgon,筆桿,0.465
batgu,不顧,0.5108
batgun,不管,0.564
batgun,拔罐,0.4664
batgung,不公,0.4941
batgung,筆供,0.4512
batgwai,不軌,0.4664
batgwo,不過,0.613
bathaa,不下,0.511
bathaai,不懈,0.4835
bathaau,不孝,0.4751
batham,不堪,0.5119
bathang,不行,0.5627
bathang,不幸,0.5215
bathap,不合,0.4955
bathap,筆盒,0.4615
batheoi,不許,0.5077
batho,不可,0.5488
batho,拔河,0.4671
bathoi,拔海,0.4519
batjan,不忍,0.4874
batjan,不孕,0.4804
batjan,不仁,0.4679
batjat,不一,0.4967
batjat,不日,0.4646
batjau,筆友,0.4638
batji,不宜,0.5091
batji,不已,0.5015
batjik,筆譯,0.4759
batjim,拔染,0.4569
batjin,不然,0.5654
batjin,筆硯,0.4594
batjip,畢業,0.5744
batjiu,不要,0.599
batjuk,不育,0.4765
batjung,不用,0.5788
batjung,不容,0.4895
batjyu,不如,0.5725
batjyut,不悅,0.4748
batkap,不及,0.5084
batkeoi,不拘,0.4684
batkwai,不愧,0.4891
batkwan,拔羣,0.4602
batlau,不留,0.4856
batlei,不利,0.5193
batleon,不論,0.5378
batleon,不吝,0.4722
batlik,不力,0.4807
batliu,不了,0.5496
batliu,不料,0.4859
batloeng,不良,0.5173
batmak,筆墨,0.4846
batmeng,筆名,0.4779
batmin,不免,0.4967
batming,不明,0.5132
batmiu,不妙,0.4793
batmou,不無,0.4755
batmou,不毛,0.463
batmou,筆帽,0.4595
batmun,不滿,0.5349
batnaau,拔錨,0.4529
batnau,不朽,0.4809
batng,筆誤,0.468
batngaa,不雅,0.481
batngoi,不外,0.4685
batning,不寧,0.4682
batning,不佞,0.4549
baton,不安,0.508
batping,不平,0.4856
batsam,筆芯,0.4713
batsam,筆心,0.4579
batsan,不慎,0.4969
batsan,拔身,0.4556
batsang,畢生,0.4774
batsat,不失,0.5005
batsat,不實,0.4793
batseoi,不遂,0.4655
batseon,筆順,0.464
batsi,筆試,0.5304
batsi,不時,0.4948
batsi,拔絲,0.4652
batsik,不適,0.5203
batsik,不惜,0.5081
batsin,不善,0.4818
batsing,不成,0.513
batsing,不勝,0.4862
batsip,跋涉,0.4753
batsit,不屑,0.4994
batsiu,不少,0.5787
batsyun,筆算,0.4625
battaam,筆談,0.4645
battai,不題,0.4589
batting,不停,0.5404
batting,筆挺,0.4655
battoi,不怠,0.4606
battou,筆套,0.4594
battung,不同,0.601
battung,筆筒,0.4671
batwaak,筆畫,0.5145
batwaak,筆劃,0.4707
batwai,不諱,0.4673
batwai,不韙,0.4625
batwat,不屈,0.4758
batwo,不和,0.4922
batwong,不遑,0.4618
batzai,不濟,0.4744
batzan,不振,0.4744
batzang,不爭,0.4804
batzau,不周,0.4672
batze,筆者,0.5315
batzeon,不准,0.5185
batzeon,不盡,0.494
batzi,不止,0.5384
batzi,不只,0.4935
batzi,不致,0.4754
batzi,不治,0.4741
batzi,不支,0.4712
batzi,不智,0.463
batzik,筆直,0.4773
batzik,筆跡,0.4722
batzim,筆尖,0.4782
batzim,拔尖,0.4657
batzin,筆戰,0.456
batzoi,不再,0.5597
batzok,拔擢,0.4572
batzuk,不足,0.5637
batzuk,不俗,0.4879
batzung,不忠,0.4714
batzyu,不住,0.5171
batzyut,不絕,0.4787
bau,培,0.2448
bau,瓿,0.2052
bau,堷,0.1975
bau,犃,0.1856
bau,勏,0.1834
bau,餢,0.1799
be,唄,0.2926
be,啤,0.2394
be,嚊,0.1787
bei,被,0.3847
bei,比,0.3758
bei,費,0.3159
bei,備,0.2539
bei,俾,0.2527
bei,避,0.2432
bei,悲,0.2427
bei,鼻,0.2412
bei,彼,0.24
bei,臂,0.2361
bei,碑,0.2335
bei,祕,0.2308
bei,脾,0.2307
bei,畀,0.2306
bei,輩,0.2295
bei,卑,0.2294
bei,毗,0.2289
bei,潷,0.2288
bei,篦,0.2282
bei,陂,0.228
bei,萆,0.227
bei,辟,0.2254
bei,匕,0.2248
bei,跛,0.2235
bei,埤,0.2224
bei,薜,0.2216
bei,蓖,0.2212
bei,裨,0.221
bei,屄,0.2182
bei,秘,0.2171
bei,痹,0.2157
bei,吡,0.2143
bei,珌,0.2139
bei,庇,0.2134
bei,邲,0.2128
bei,憊,0.2122
bei,詖,0.2119
bei,泌,0.2112
bei,鎞,0.2109
bei,賁,0.2107
bei,鉍,0.2099
bei,轡,0.2082
bei,毖,0.2071
bei,羆,0.2066
bei,芘,0.2065
bei,夶,0.2061
bei,鞴,0.2053
bei,媲,0.2053
bei,妣,0.2051
bei,髀,0.205
bei,鞸,0.2039
bei,鵯,0.2029
bei,琲,0.202
bei,贔,0.2015
bei,嚊,0.2012
bei,毘,0.2011
bei,鞞,0.2009
bei,箅,0.2007
bei,秕,0.2006
bei,舭,0.1997
bei,簰,0.1989
bei,犤,0.1981
bei,怶,0.1977
bei,嬶,0.1966
bei,閟,0.1963
bei,庳,0.1956
bei,椑,0.1955
bei,俻,0.1949
bei,崥,0.1948
bei,沘,0.1936
bei,肶,0.1933
bei,鞁,0.1932
bei,肹,0.1927
bei,佊,0.192
bei,疪,0.1905
bei,骳,0.1903
bei,畁,0.1901
bei,偹,0.1901
bei,柀,0.1896
bei,疕,0.1894
bei,粃,0.1882
bei,柲,0.1882
bei,絥,0.188
bei,糒,0.1865
bei,髲,0.1863
bei,枈,0.1862
bei,僃,0.1859
bei,犕,0.1853
bei,渒,0.1852
bei,粊,0.1852
bei,襣,0.1844
bei,聛,0.1839
bei,朼,0.1838
bei,箆,0.1824
bei,貱,0.1818
bei,痺,0.1811
bei,鄪,0.181
bei,奰,0.1802
bei,毴,0.1798
bei,錃,0.1778
bei,飶,0.1775
bei,藣,0.1758
bei,貏,0.1746
bei,箄,0.1059
bei,䙓,0.0225
beibaan,備辦,0.458
beibik,被迫,0.5331
beibik,被逼,0.4822
beibou,被捕,0.4858
beibun,祕本,0.4611
beicaa,備查,0.4667
beicaam,悲慘,0.4904
beicai,悲悽,0.4623
beice,避邪,0.4647
beiceoi,備取,0.4543
beici,彼此,0.5366
beicing,悲情,0.483
beicit,悲切,0.4648
beicoi,比賽,0.5777
beicoi,比才,0.4626
beicong,祕藏,0.463
beicung,比重,0.5132
beicyu,避署,0.4567
beidai,備抵,0.4541
beidau,鼻竇,0.468
beiding,吡啶,0.4679
beidou,悲悼,0.457
beidung,被動,0.5346
beidung,悲慟,0.4643
beifan,備份,0.5236
beifan,比分,0.4993
beifan,悲憤,0.4763
beifo,備課,0.4873
beifong,比方,0.4886
beifong,祕方,0.4842
beifong,備荒,0.459
beigaa,比價,0.485
beigaau,比較,0.6123
beigei,祕技,0.4674
beigei,避忌,0.463
beigin,備件,0.4797
beigo,悲歌,0.4675
beigou,被告,0.5108
beigun,悲觀,0.5021
beigyun,憊倦,0.4381
beihaang,避坑,0.4773
beihei,比起,0.5517
beihim,避險,0.4756
beihip,卑怯,0.4584
beihoi,避開,0.5214
beihong,鼻腔,0.5007
beihung,鼻孔,0.4876
beihung,被控,0.4744
beihyut,鼻血,0.4764
beijam,鼻音,0.4645
beijan,避孕,0.4851
beijau,備有,0.4755
beijau,庇佑,0.465
beiji,比擬,0.4816
beijik,裨益,0.4667
beijik,避役,0.4523
beijim,避嫌,0.4651
beijin,鼻咽,0.467
beijin,鼻菸,0.4604
beijung,備用,0.5069
beijyu,比如,0.6233
beijyu,比喻,0.5191
beijyu,避雨,0.467
beijyun,鼻淵,0.4596
beikap,祕笈,0.4779
beikek,悲劇,0.5328
beikit,碑碣,0.4606
beikwan,被困,0.4896
beikyut,祕訣,0.4997
beilai,比例,0.5692
beilau,卑陋,0.4523
beileon,毗鄰,0.4796
beileot,比率,0.4978
beilik,吡叻,0.4447
beiloeng,悲涼,0.4806
beiloeng,鼻梁,0.4781
beiloeng,鼻樑,0.4781
beiloeng,比量,0.4609
beilou,祕魯,0.477
beilyut,卑劣,0.4739
beiman,祕聞,0.4682
beimat,祕密,0.5364
beimei,卑微,0.5018
beimei,媲美,0.492
beimin,避免,0.5691
beiming,碑銘,0.4616
beimou,比武,0.4783
beimou,鼻毛,0.4627
beinaan,避難,0.4755
beingaak,碑額,0.4569
beingon,彼岸,0.4858
beiniu,泌尿,0.4716
beioi,悲哀,0.5113
beiok,避惡,0.4549
beion,備案,0.5129
beipei,卑鄙,0.4847
beiping,比拼,0.4896
beisaat,被殺,0.5068
beisaat,比薩,0.4754
beisai,避世,0.4639
beisak,鼻塞,0.4836
beisan,祕辛,0.4656
beisau,備受,0.4927
beisau,匕首,0.4903
beisau,悲愁,0.462
beisek,碑石,0.4621
beiseoi,避稅,0.4915
beiseoi,鼻水,0.4626
beisi,比試,0.4731
beisi,祕史,0.4681
beisi,鼻屎,0.4647
beisiu,鼻簫,0.4482
beisoeng,悲傷,0.5233
beisou,比數,0.4598
beisyu,祕書,0.5096
beisyu,避暑,0.4781
beitaan,悲嘆,0.4646
beitai,鼻涕,0.4902
beitai,悲啼,0.4587
beitau,轡頭,0.4552
beiting,碑亭,0.4641
beitip,碑帖,0.4653
beitung,悲痛,0.4847
beiwaak,比畫,0.4631
beiwai,避諱,0.4725
beiwu,庇護,0.4782
beizaai,避債,0.4548
beizan,避震,0.468
beizeoi,鼻疽,0.4553
beizi,鼻子,0.5308
beizi,篦子,0.4605
beizik,祕籍,0.4951
beizik,卑職,0.464
beizik,避席,0.4552
beizin,備戰,0.4917
beizin,卑賤,0.4657
beizoeng,臂章,0.4632
beizong,悲壯,0.4862
beizuk,卑俗,0.4549
beizyu,備注,0.5096
beizyu,備註,0.5096
bek,壁,0.2575
beng,病,0.2958
beng,餅,0.248
beng,柄,0.2327
beng,餠,0.1959
beng,鉼,0.1895
beng,棅,0.1843
bengbin,病變,0.5058
bengcaan,病殘,0.4661
bengce,病邪,0.4611
bengcing,病情,0.526
bengcong,病牀,0.4804
bengduk,病毒,0.5468
bengfong,病房,0.5038
benggaa,病假,0.4761
benggon,餅乾,0.5043
benghou,病好,0.4663
benghou,病號,0.4651
bengjan,病人,0.5545
bengjan,病因,0.5023
bengjau,病友,0.5011
bengjoek,病弱,0.4627
bengjung,病容,0.4603
bengjyun,病院,0.4683
bengjyun,病員,0.4652
bengkwan,病菌,0.4788
benglai,病例,0.5099
benglik,病歷,0.4972
bengmak,病脈,0.4596
bengmo,病魔,0.4749
bengnei,餅餌,0.4499
bengngai,病危,0.4728
bengon,病案,0.4661
bengsai,病逝,0.4782
bengsai,病勢,0.4607
bengsat,病室,0.4624
bengsi,病史,0.488
bengsit,餅屑,0.4491
bengtaai,病態,0.4805
bengtaap,病榻,0.4645
bengtou,餅圖,0.4593
bengtung,病痛,0.4795
bengtung,病童,0.4613
bengwaan,病患,0.4747
bengzing,病症,0.4953
bengzing,病徵,0.4619
bengzoeng,病象,0.4558
bengzou,病竈,0.4892
bengzung,病重,0.4733
bengzyu,病株,0.4616
bezau,啤酒,0.5451
bi,啤,0.2304
bik,排,0.2868
bik,逼,0.27
bik,碧,0.2467
bik,壁,0.244
bik,迫,0.2276
bik,辟,0.2254
bik,璧,0.2199
bik,皕,0.2186
bik,廹,0.2126
bik,湢,0.2053
bik,愎,0.2045
bik,繴,0.2034
bik,甓,0.2032
bik,襞,0.2011
bik,楅,0.1954
bik,擗,0.1951
bik,躄,0.1949
bik,鐴,0.1939
bik,綼,0.1934
bik,腷,0.1933
bik,愊,0.189
bik,揊,0.1882
bik,踾,0.1881
bik,鰏,0.1847
bik,鶝,0.1839
bik,廦,0.1838
bik,躃,0.1826
bik,煏,0.1824
bik,稫,0.1781
bik,鼊,0.1765
bik,疈,0.1723
bik,偪,0.1105
bikbaak,逼迫,0.5103
bikbo,碧波,0.4746
bikbou,壁報,0.4572
bikceoi,壁櫥,0.4642
bikcit,迫切,0.4903
bikciu,逼肖,0.4511
bikcuk,迫促,0.4527
bikfu,壁虎,0.4736
bikgaa,壁架,0.4572
bikgaan,逼姦,0.4534
bikgan,逼近,0.4952
bikgung,逼供,0.4673
bikgung,逼宮,0.465
bikgwaa,壁掛,0.4698
bikgwai,壁櫃,0.4658
bikham,壁龕,0.4593
bikhip,迫脅,0.4529
bikhoi,迫害,0.4898
bikhung,碧空,0.4653
bikjan,逼人,0.4827
bikjuk,璧玉,0.4565
bikkau,壁球,0.4641
biklam,迫臨,0.445
bikluk,碧綠,0.4758
biksai,迫使,0.5051
biksat,壁蝨,0.4568
biksi,迫使,0.5051
biksi,逼視,0.4635
biksi,逼使,0.4609
biksi,迫視,0.4475
biktaan,壁毯,0.4577
bikwaa,壁畫,0.4944
bikwo,逼和,0.4609
bikzaai,逼債,0.4613
bikzan,逼真,0.4889
bikzi,壁紙,0.5164
bikzyu,逼住,0.4614
bin,便,0.3309
bin,邊,0.313
bin,變,0.3106
bin,遍,0.2832
bin,扁,0.2545
bin,辯,0.2328
bin,鞭,0.2311
bin,辨,0.2308
bin,煸,0.2253
bin,貶,0.2233
bin,卞,0.2222
bin,砭,0.2207
bin,辮,0.2162
bin,匾,0.2157
bin,鯾,0.2148
bin,邲,0.2128
bin,蝙,0.2122
bin,苄,0.2112
bin,汴,0.2107
bin,変,0.2101
bin,弁,0.2091
bin,籩,0.2085
bin,艑,0.2074
bin,閞,0.2055
bin,窆,0.2044
bin,邉,0.204
bin,豍,0.2032
bin,緶,0.2029
bin,昪,0.2001
bin,鯿,0.1994
bin,褊,0.1978
bin,碥,0.197
bin,忭,0.1959
bin,徧,0.1955
bin,抃,0.1955
bin,辧,0.1928
bin,猵,0.1918
bin,覍,0.1915
bin,牑,0.1897
bin,箯,0.1881
bin,亪,0.1875
bin,笲,0.1854
bin,鶣,0.183
bin,藊,0.1817
bin,汳,0.1815
bin,甂,0.1814
bin,鍽,0.1812
bin,惼,0.1803
bin,辡,0.1785
bin,糄,0.1782
bin,峅,0.1748
bin,鴘,0.1748
bin,玣,0.1742
bin,稨,0.1672
bin,釆,0.1314
bin,萹,0.1296
bin,獱,0.0225
binaat,變壓,0.4726
binbaa,邊壩,0.4597
binbei,便祕,0.5026
binbin,便便,0.4804
binbin,邊邊,0.4718
binbit,辨別,0.504
binbok,辯駁,0.466
bincaak,鞭策,0.4734
bincaan,變產,0.4462
binci,便池,0.4619
binci,辯辭,0.4517
bincik,貶斥,0.4612
bincin,變遷,0.495
bincing,辯稱,0.4657
bincoek,扁鵲,0.4652
bincoi,邊塞,0.4653
bincuk,變速,0.4789
bincung,扁蟲,0.4488
bindaa,鞭打,0.4653
bindaam,扁擔,0.4664
bindaap,辯答,0.4466
bindai,貶低,0.51
bindau,扁豆,0.4666
bindiu,變調,0.4643
bindong,便當,0.4773
bindou,邊度,0.4816
bindung,變動,0.528
binfaa,變化,0.5842
binfong,邊防,0.4794
binfuk,邊幅,0.4648
binfuk,便服,0.464
bing,並,0.3726
bing,併,0.3318
bing,病,0.3093
bing,冰,0.2809
bing,兵,0.2796
bing,屏,0.2718
bing,餅,0.248
bing,柄,0.2462
bing,丙,0.2359
bing,并,0.2306
bing,摒,0.2294
bing,堋,0.2279
bing,炳,0.2275
bing,迸,0.2261
bing,秉,0.2245
bing,鞞,0.2234
bing,檳,0.2216
bing,竝,0.2202
bing,倂,0.2191
bing,餠,0.2184
bing,屛,0.2181
bing,栟,0.2152
bing,絣,0.2147
bing,乒,0.2133
bing,氷,0.2087
bing,逬,0.2081
bing,塴,0.2076
bing,棅,0.2068
bing,邴,0.2045
bing,仌,0.2043
bing,栤,0.2036
bing,仒,0.2014
bing,怲,0.2014
bing,庰,0.2007
bing,冫,0.2004
bing,寎,0.2001
bing,掤,0.1991
bing,昺,0.199
bing,抦,0.1972
bing,垪,0.1945
bing,苪,0.1929
bing,窉,0.1928
bing,昞,0.1903
bing,鋲,0.1902
bing,鮩,0.1847
bing,陃,0.1824
bing,蛃,0.1823
bing,鈵,0.1821
bing,鞆,0.1812
bing,偋,0.1791
bing,眪,0.1763
bing,傡,0.1737
bing,𠹶,0.0225
bingaai,邊界,0.5296
bingaai,辯解,0.489
bingaak,變革,0.516
bingaan,邊間,0.4621
bingang,變更,0.5243
bingbam,乒乓,0.4828
bingbok,冰雹,0.4757
bingce,並且,0.6024
bingceoi,摒除,0.4624
bingceoi,屏除,0.4564
bingci,秉持,0.4718
bingcyun,冰川,0.5074
bingcyun,並存,0.4949
bingcyun,丙醛,0.4568
bingdai,並蒂,0.4634
bingdang,丙等,0.4568
bingdim,冰點,0.4759
bingdiu,冰雕,0.4665
bingdoi,冰袋,0.4643
bingdou,冰島,0.4961
bingdou,冰刀,0.4642
bingduk,冰毒,0.4653
bingdung,冰凍,0.4826
bingeoi,貶居,0.451
bingfaat,兵法,0.4832
bingfei,並非,0.5583
bingfo,冰火,0.4751
bingfung,冰封,0.478
binggaau,冰窖,0.464
binggei,丙基,0.4659
binggin,並肩,0.4783
binggoi,冰蓋,0.4666
binggou,冰糕,0.4631
binggwai,冰櫃,0.4695
binggwan,冰棍,0.4759
binggwo,兵戈,0.4625
binghei,兵器,0.5053
binghei,摒棄,0.4899
binghei,屏氣,0.4632
binghei,屏棄,0.462
binghiu,冰橇,0.4514
bingho,冰河,0.4763
binghoeng,兵餉,0.4546
bingim,邊檢,0.4659
binging,邊境,0.5019
bingjik,兵役,0.4672
bingjing,屏營,0.4503
bingjung,並用,0.497
bingjyun,兵源,0.4614
bingkei,冰期,0.4628
bingkok,冰壑,0.4438
bingkwik,冰隙,0.4485
bingkyun,柄權,0.4503
binglaang,冰冷,0.5079
binglau,迸流,0.4538
bingleon,丙綸,0.4651
binglik,兵力,0.5139
bingling,冰凌,0.4676
binglit,並列,0.4996
bingloeng,冰涼,0.4844
binglyun,兵亂,0.459
bingmai,丙醚,0.4535
bingmou,並無,0.5203
bingmou,冰帽,0.4585
bingng,丙午,0.4634
bingngaang,冰硬,0.452
bingo,邊個,0.4883
bingoeng,邊疆,0.4769
bingpaai,並排,0.4744
bingpaang,冰棒,0.4648
bingpin,冰片,0.4653
bingsaa,併紗,0.4464
bingsaan,冰山,0.4842
bingsak,冰塞,0.4566
bingseoi,冰水,0.4743
bingsik,冰釋,0.4658
bingsik,冰蝕,0.4567
bingsing,秉承,0.4844
bingsing,秉性,0.4659
bingsoeng,冰箱,0.5229
bingsyu,兵書,0.4645
bingsyun,冰船,0.4549
bingsyut,冰雪,0.4912
bingtaap,冰塔,0.4586
bingteoi,屏退,0.4586
bingtiu,並條,0.4557
bingtong,冰糖,0.4811
bingtong,丙糖,0.4507
bingtyun,兵團,0.4869
bingu,變故,0.4792
bingun,貶官,0.46
bingwaa,變卦,0.4652
bingwu,冰壺,0.4878
bingwun,炳煥,0.4533
bingzeot,兵卒,0.4681
bingzik,冰磧,0.4588
bingzing,柄政,0.4475
bingzuk,秉燭,0.4636
bingzung,並重,0.4791
bingzyun,冰磚,0.4585
binhaam,便函,0.4579
binhei,便器,0.4696
binjam,邊音,0.4542
binjeoi,邊裔,0.4436
binji,變異,0.5099
binji,貶義,0.4811
binji,便衣,0.4731
binji,邊兒,0.4642
binjin,弁言,0.4546
binjing,變形,0.5324
binjing,辨認,0.4825
binjing,辯認,0.4604
binjyu,便於,0.5185
binjyu,鯿魚,0.461
binjyun,邊緣,0.5394
binjyun,邊遠,0.4729
binjyun,邊沿,0.471
binkaa,邊卡,0.4541
binkwai,便攜,0.5021
binlaam,便覽,0.4591
binlei,便利,0.5214
binleon,辯論,0.5142
binloeng,變量,0.5299
binmaai,變賣,0.4737
binman,變文,0.4595
binming,辨明,0.4626
binming,辯明,0.458
binmou,鞭毛,0.4612
binmou,便帽,0.4565
binmou,辯誣,0.453
binmun,便門,0.4672
binngaak,匾額,0.4658
binnik,便溺,0.4605
binpaau,鞭炮,0.4784
binpei,邊鄙,0.4539
binping,扁平,0.4884
binpun,便盆,0.4623
binsam,變心,0.476
binsan,變身,0.5104
binseng,變聲,0.4641
binseoi,邊陲,0.4663
binsi,便士,0.4642
binsi,鞭屍,0.4626
binsik,變色,0.4866
binsik,辨識,0.4766
binsik,辨析,0.4758
binsik,扁食,0.4602
binsing,變成,0.5763
binsing,變性,0.4835
binsoeng,變相,0.5035
binsou,變數,0.4849
bintaai,變態,0.5264
bintaat,鞭撻,0.464
bintai,變體,0.4845
bintin,變天,0.466
binting,邊庭,0.4553
bintiu,便條,0.4647
bintung,變通,0.4769
bintung,便桶,0.4551
binwaan,變幻,0.4793
binwaan,邊患,0.4575
binwu,辯護,0.5021
binwu,便壺,0.4542
binwun,變換,0.5211
binzaak,貶謫,0.4617
